id	message	like_count
493965111107513_493972611106763	446	Jair bolsonaro. Eu acho que eu o amo, nunca defendi um homem igual. Acho que estou saindo do armario!🤣😂😍
493965111107513_493972447773446	464	"Vão perder feio, porque aparelharam as repartições publicas, porque acharam que eram donos do país, mas o Brasil não aceita ter dono".

-Gomes, Cid 15/10/18.

#lulatapresobabaca
493965111107513_493973281106696	147	O HADDAD TÁ TÃO DESESPERADO, QUE DAQUI HÁ POUCO ELE COMEÇA A SUBIR O MONTE JUNTO COM O DACIOLO.😂👌
493965111107513_493973531106671	164	Se cuide capitão!!!!
Não vá aos debates!!!!
Podem colocar bomba no avião que irá!!!!!
Descanse e deixe que a gente trabalhe por vc!!!!
#B17 💪💪💪💪💪
493965111107513_493973371106687	126	Em uma semana Haddad: deslulou, amarelou, copiou e até comungou! Só não me enganou.
#B17😂😂😂
493965111107513_493973614439996	82	Jair Bolsonaro,estou me metendo em cada confusao por sua Causa,quase que Fui Processada.
Mas quero vc Presidente da Republica
493965111107513_493975294439828	36	Depois da propaganda eleitoral do pt tomei uma decisão muito séria  ! E vou mudar meu voto , dessa vez Bolsonaro  foi longe demais! Ele não tem mais meu voto ! Agora voto em Haddad 17
493965111107513_493981781105846	37	Bolsonaro, meu filho de 10 anos canta sua música o tempo todo e fala pra mim, mãe não esquece de votar 17 em , muito bonito o jeito de falar de vc ele é seu  fã,  somos de São Carlos SP abraço
493965111107513_493978731106151	40	Eu tinha desistido de continuar #B17, mas voltei a ser #B17! !
Quero saúde,  segurança e educação!
493965111107513_493973381106686	45	Esse sim tem um plano de governo que atende os anseios de todos nós brasileiros. 1️⃣7️⃣✅🇧🇷
493965111107513_493981184439239	32	Aqui em SC Comandante Moisés do PSL também sofre ataques do Merísio igual Bolsonaro é atacado por Haddad. O desespero da esquerda tá grande!
493965111107513_493973111106713	168	Fui no Burger King e dei meu nome como BOLSONARO. Quando chegou minha vez o cara deu um grito; BOLSONAAAARO!!!
O povo gritou; MITO! MITO! MITO!
493965111107513_2486777451340308	20	O candidato Andrade quer associar Bolsonaro ao Movimento Militar de 1964......... Bolsonaro tinha 8 anos de idade em 1964 kkkkkk
493965111107513_493981804439177	17	mostra na propaganda o que é ser Venezuela já que eles tão falando o que é tortura.
