id	message	like_count
347058056038010_347059502704532	2039	Não respeitam nem Jesus vcs acham que eles vão respeitar o povo brasileiro.👀🇧🇷🤡
347058056038010_347063459370803	745	E não é fake tá? A prova tá aí antes que apaguem... ou digam que alguém hakkeou
347058056038010_347061262704356	342	Você ainda não percebeu q quem apoia Haddad não está nem aí para o futuro da nação?
O Brasil sofre bastante com a falta de caráter.
347058056038010_347059869371162	381	Meu presidente faça um vídeo sobre eleitores nossos não se meterem em confusão e por favor faça um agradecimento aos muitos homoxessuais e lesbicas que votaram no Senhor por favor..Faltou o gradecimento a eles
347058056038010_671644526554601	95	Hoje vai ter debate? ah esqueci bolsonaro ta de atestado por falta de conhecimento!
347058056038010_347061816037634	122	Filho de pobre se tornando médico, já existia antes do governo do PT. Agora engenheiros pilotando UBER, só depois!😢
347058056038010_175683350001458	99	Sou gay e esse tipo de atitude nao me representa.  E por atitudes desse tipo, so faz aumentar o preconceito. Ai fica difícil defender ne.
Ha tantas formas de impor respeito sem precisar utilizar de descursos sem nexo.  Lamentável!
347058056038010_347059312704551	124	Tracking BTG que acabou de sair para o mercado financeiro:
👉Bolsonaro 63%;
👇Haddad 37%.
PS: Votos válidos.

Temos que espalhar ao máximo, pois os institutos de pesquisas comprados vão começar a divulgar as falsas pesquisas onde Haddad em apenas 3 dias já se aproxima de Bolsonaro.  Querem manipular as pesquisas para fraudar os resultados.
347058056038010_347060006037815	87	Hey Capitão não caia na dele, não precisa mostrar quem ele é,  foca em vc mesmo
347058056038010_347059796037836	64	pra quem vai falar,esse vídeo não é fake,infelizmente é verdade,sou do Nordeste e o meu voto é  17,pela minha família e nação 🇧🇷
347058056038010_347061002704382	117	O desejo da esquerda não  é ajudar o país, e sim manter a liberdade da promiscuidade e mal caratismo. Vou sempre de Bolsonaro.
347058056038010_347061016037714	44	Por favor Bolsonaro ganhe essa eleição ! O povo do Brasil está desesperado 😩! O povo tá chorando confiamos em vc
347058056038010_347068182703664	61	Vou votar em vc Bolsonaro!!!
Mais espero ver mais proposta e menos críticas ao adversário! Todo mundo já sabe oque eles são! Precisamos conhecer melhor e vc!
347058056038010_347071439370005	40	Capitão, permissão para falar. Perdoe-me a indiscrição, mas não podemos cair na isca deles.Da mesma forma que não foi o senhor que quebrou a placa da Marielle e o acusaram, não podemos culpar o adversário por essa infeliz frase. O senhor não precisa disso, seguiremos à vitória apenas mostrando vossas propostas e planos para o Brasil! SELVA!
347058056038010_347062972704185	40	Você está caindo na isca do PT, esquece eles e para de criticar. É o que eles querem.
347058056038010_347067329370416	30	Meu pai os perdoem,  eles não sabem o que fazem 🙏
Misericórdia, o inimigo invadiu o mundo E o fim dos Tempos. 

#Bolsonaro17
347058056038010_347060389371110	38	E tem gente dizendo que a droga não afeta o ser humano!
347058056038010_347068982703584	26	“Não tomarás o nome do Senhor teu Deus em vão, porque o Senhor não terá por inocente o que tomar o seu nome em vão”. Êxodo capítulo 20, versículo 7
347058056038010_347061986037617	25	Bom dia, amigos! Sabemos que o nosso candidato está sendo alvo de muitas notícias falsas e pejorativas e seu nome tem sido associado a ações de violência. Pensando nisso, pensei que poderíamos promover ações sociais em nome dele. Funciona assim: No meu bairro, promovo uma arrecadação de alimentos ou visita aos hospitais ou campanha de doação de sangue. Marco um horário, todos comparecem com a camisa do Brasil e veiculamos nas redes sociais como campanha para o Bolsonaro. Assim, o nome dele estará sendo associado a atitudes positivas. Chega de campanha pela internet! Vamos arregaçar as mangas e provar que somos pessoas do bem!

Exemplos da corrente do bem!
Visitar orfanato
Visitar asilo
Visitar hospital
Doação de sangue
Nas carreatas e manifestação em favor do Bolsonaro arrecadar alimentos, roupas e brinquedos.
Plantar árvores frutíferas 
Ajudar as igrejas ou com um grupo alimentação de moradores de rua
347058056038010_347068306036985	21	Presidente , a comunidade Gay que não é representada por esse idiotia, está DESESPERADA e amedrontada que possível onda de ódio contra eles pós eleição. O senhor pode dar algum recado para eles que já sofrem tanto ?
347058056038010_671650829887304	12	Não vou falar mais de política agora que tal falar desse filme aqui Bolsonaro é tão mito que tem até um filme hahaha 😎
347058056038010_347062706037545	12	Capitão ai uma Sugestão de pergunta no debate para o Haddad sobre segurança publica: 
