id	message	like_count
428854424188636_707590179585668	576	Estou  lisboa sou Brasileira mais voi no consulado so pra te eleger heeeeee
428854424188636_122733421998926	310	Que o nosso maravilhoso Deus em sua infinita bondade lhe conceda muitos anos de vida, saúde, paz, amor e direcionamento  para poder conduzir com sabedoria o nosso Brasil.
Bolsonaro Presidente 🔰
428854424188636_212299706302162	199	Eu queria trabalhar de mesário nesta eleição só para falar: “sua vez, pode JAIR votar!” 😂😂😂

Lembrando que o voto é até às 😎👉👉17 ✔️
428854424188636_527297817700751	141	Aonde vemos isso no mundo? 
Um candidato bem quisto ...
Onde pessoas de todas as classes sociais, fazem campanha de graça...
Parabéns Senhor Presidente Jair Messias Bolsonaro... Voto 17 
Eu acredito...
428854424188636_587239938339066	17	A ditadura de volta no Brasil com esse homem na presente
428854424188636_124425055163403	81	Meu canditado é ovacionado pelas polícias, os demais são procurados e investigados pela mesma! Hahaha antes de falarem mal do BOLSONARO, conte-me mais sobre o seu canditado?!😝😝
428854424188636_1838189839622465	92	Bolsonaro que Deus acampe ao seu redor pra te guardar e livrar de todo mal. Essa guerra é espiritual do bem contra o mal. Mas Deus vai dar Vitória a todos os Brasileiros em nome de Jesus!
428854424188636_402752366918561	51	Ele pode ser ruim,mais tbm pode ser bom e aí??? E aí que ele nunca se corrompeu então tem TD pra ser um bom presidente,meu sonho e por meu filho no colégio militar e vcs sabem o quanto e difícil
428854424188636_223209881685359	43	Um homem que lutou pelo Brasil em 2002 quando ninguém acreditava, que não desistiu e voltou em 2006 pra fazer história e ser um dos melhores que eu vi, parabéns Ronaldinho Gaúcho o bruxo, o rei do drible.
428854424188636_223210345018646	56	Que Deus abençoe o Bolsonaro nessa caminhada q não é fácil mais tenha a certeza q ele vai fazer a diferença no futuro de muitos brasileiros
428854424188636_1850193608393622	28	Não vai ser no primeiro turno porque tem muito candidato bom... João Amoedo e Álvaro Dias irão retirar muito voto! Eu mesmo Voto em Amoedo... mas não tenho dúvidas que Bolsonaro vai vencer.
428854424188636_451577385340531	27	Mano se ele não ganhar no primeiro turno, é fraude. Olha isso! Em menos de um minuto já tinha mais de 5k pessoas assistindo.
428854424188636_1849563265098247	20	Até os jornalistas não esconde o desprezo pelo Mito! Porque o corte é rápido, é Tramontina, Rsrs! Bolsonaro presidente do Brasi🇧🇷 17 orgulho  brasileiro#tamojunto👏👏👏
428854424188636_272356410246961	20	Bom dia a equipe do Jair Bolsonaro,mestre que a sua visita em todo local seja, plantado uma árvore como símbolo de presença tipo  pau Brasil, como símbolo de cidadania e respeito ao meio ambiente.
428854424188636_212294442969355	24	A partir de Portugal (Cascais) vc já é o meu Presidente!
Depois de 20anos aqui... Esse ano vou ao consulado brasileiro exercer o meu direito de voto 🇧🇷🇧🇷🇧🇷
428854424188636_1849555018432405	13	Vanessa Milla olha o respeito e a MORAL que o NOSSO futuro Presidente tem. lulinha NUNCA tera isso! Será sempre lembrado como o corrupto de 9 dedos
428854424188636_212303062968493	10	Creio que Deus escolheu Jair Bolsonaro para governar o Brasil, não pela força do braço, mas na sabedoria divina! Aquele que Deus escolhe ninguém poderá vncer
428854424188636_324780391595011	15	Temos q votar nos candidatos q apoiam Bolsonaro pq sozinho ele não poderá fazer nada, vamos pesquisar e votar, Bolsonaro presidente do Brasil!!!!!
428854424188636_247666869408620	13	Nossa última chance de recuperar a nossa integridade  moral. Vamos eleger Bolsonaro para presidente da república federativa do Brasil. No  primeiro turno. 👍👍👍👍😎
428854424188636_665955867114091	9	Deus te proteja e te guarde hoje e sempre!
Precisamos de pulsos fortes e determinado.
Creio que Deus estará na frente de toda a campanha!
Por um Brasil justo e sem corrupção!
Bolsonaro 😎
428854424188636_2038065222912597	21	Na palavra de Deus está escrito: quando o justo governa, o povo se alegra! Que assim seja! Deus te abençoe Jair Bolsonaro! Deus abençoe o povo brasileiro!
428854424188636_280467852549348	9	Que diferença quando nosso presidente está num lugar. Não tem confusão, tem crianças, tem mulheres e tem respeito a todos. Bonito de ver isso. Dá logo a faixa pra ele pow.
428854424188636_640989419621274	14	Não esqueçam: temos que votar em candidatos que apoiam o Bolsonaro para que ele tenha condições e tranquilidade para governar.
428854424188636_1849552481765992	23	Homem de coração bom...
Deus pai todo poderoso te abençoe e proteja...
Rumo a vitória,pois quem tá contigo é o nosso Jesus Cristo...
Vai com fé que a vitória é certa!!!
428854424188636_212305102968289	39	BOLSOMITO, TOME CUIDADO com aviões, carros, caminhadas, reforce a segurança... pois o PT é facção criminosaaaaaaaaa 😱
428854424188636_2118854948370172	10	Bolsonaro não vai proteger só os militares como alguns estão falando,ele vai fazer de tudo para melhorar o Brasil é aí todos serão beneficiados.
428854424188636_454975591689691	8	Precisamos de alguém como Bolsonaro que não está no sistema 
Vc é nossa esperança Bolsonaro valorize os cidadãos de bem as famílias 
Deus abençoe grandemente sua vida.
428854424188636_1740035156110511	7	Parabéns aos formandos, sensação única, um grande avanço na carreira, parabéns também ao nosso presidente, mantenha-se firme que a luta é árdua, mas a vitória é certa
428854424188636_279231346201351	8	Que nosso Deus o proteja contra todas as forças do mal. E ajude nosso país a voltar pro rumo certo, se é que esteve algum dia.
428854424188636_2038069619578824	5	🎵 A paz queremos com fervor,
A guerra só nos causa dor
Porém, se a Pátria amada
For um dia ultrajada
Lutaremos sem temor🎶. Estou contigo Cmt Bolsonaro. Cb Eduardo Silva - 2ºBPE
428854424188636_1964205330308696	26	Que Deus o abençoe e que teus caminhos sejam sempre assim... Admiráveis! 
Frente a sua ardua missão que é trazer a ordem e o progresso novamente ao nosso país! Confio em vc! #Bolsonaro17
428854424188636_2139200589487197	6	Bolsonaro presidente não é sorte! É Deus mesmo!! Deus está no comando dessa caminhada! Deus está ao lado dos justos! Chega de roubalheira!! #Brasilacimadetudo
#Deusacimadetodos
