id	message	like_count
1988742877872992_1988751497872130	678	A luta só termina quando existe um vencedor. O BRASIL tem mais de 180 milhões de habitantes, o Ibope entrevista 2.506 habitantes e diz quem está a frente. Me poupe.
#ProfessorHaddadsim. 13 até o fim.
1988742877872992_1988765727870707	349	Os comentários dos leitores do boso é igual ao discurso dele,não se aproveita nada 🤔
1988742877872992_1988748781205735	97	Pra mostrar q as urnas e as pesquisas são fraudáveis.
Escolham aqui seus candidatos 👇
Coiso17 ❤️
Malddad13 😂
1988742877872992_2147238885604133	206	Recado aos bolsonarianos que atacam as postagens de Haddad: eleições presidenciais não são disputas de quinta série. Analisemos com seriedade e respeito, por favor.
1988742877872992_1988758431204770	221	Ódio pra quê?
Aprendam a amar! Amor agente tem de sobra!!!
Vôte, ficam só reproduzindo discursos ensaiados... vergonha alheia!!!
#HADDADPRESIDENTE
1988742877872992_1988748241205789	379	Um versinho p vcs!
Batatinha qdo nasce espalha rama pelo chão
Jairzinho presidente e Haddad na prisão.
1988742877872992_1988778024536144	103	E os eleitores dele pensando que vão fazer uma grande mudança... 
Mudança de verdade é com #FERNANDOHADDAD
1988742877872992_1988769587870321	100	Os eleitores do adversário continuam rindo, fazendo piadinha... Decidir os rumos do país exige uma maturidade que infelizmente grande parte da população não tem 😞
1988742877872992_1988762194537727	78	haddad voce tem meu voto vejo que o melhor por brail e a volta do pt com força vamo pra vitoria
1988742877872992_1988757304538216	87	Tem brasileiro que adora que ferrem com a vida dele, por isso vota no Bozo, pra ter a vida mais ferrada do que já é. Quando se diz que se aprende no sofrimento, é verdade. #haddadsim
1988742877872992_1988746077872672	131	A milícia já foi regulamentada:
Chama-se agora de partido dos trabalhadores!
1988742877872992_1988774364536510	58	É muito amor pelo Haddad. Cheio de Minions na página. Hahahahahahaha
#HaddadPresidente
1988742877872992_1988772031203410	55	Minions são pessoas muito raivosas e que não discutem propostas de governo, apenas frases feitas sem conteúdo. Todo ódio destilado se volta para quem o produziu! Lei de Deus!!! Lamentável !!
1988742877872992_1988769331203680	42	Cadê as propostas do coiso só vejo ataques e proposta nada quer ser presidente sem propostas sem debate 🤔#haddadsim
1988742877872992_2147239218937433	34	Você não cansa de mentir?
Assim você só perde mais votos 
Eu ia votar em você agora com a mudança da cor e está mentira vou de b17
1988742877872992_1988763354537611	44	Cadê o LULA...? ESCONDEU ELE?
CADÊ O VERMELHO DO COMUNISMO?
ESTÃO ENVERGONHADOS?
1988742877872992_460617627758349	32	O voto de ódio daqueles que apoiam o coiso terá consequências a longo prazo. 

#Haddad13 💓
1988742877872992_1988755221205091	26	Filha de temer declarou apoio a Fernando haddad porque então?
1988742877872992_460623031091142	31	Por Quê chamá-lo de #Mito

O Cara faz Roger Waters ser Vaiado.

Faz o PT mudar a cor do Partido.

Faz o Dólar despencar.

Faz a Bolsa Subir.

Faz uma campanha sem Dinheiro.

Faz campanha sem sair de casa.

Faz um partido nanico virar Gigante.

Faz Ateu citar a Bíblia e Comungar.

Faz a eleição mais Marcante da História.

Faz o Povo ter prazer em votar num candidato político.

Fez a maior limpeza do Congresso.

Fez o Deputado e Deputada mais votada da história

#Bolsonaro17presidente
#SeguemOlíderCamaleões kkkkkk
1988742877872992_1988781161202497	25	Lembrando que Lula faltou a todos os debates do primeiro turno em 2006 e Dilma faltou a dois deles no primeiro turno em 2010. FHC foi a apenas um debate em 94 e a nenhum em 98.
1988742877872992_1988750794538867	34	Alô Haddad e equipe de campanha, divulguem o grande evento que teve hoje em João Pessoa PB, movimento livro na mão onde reuniu milhares de pessoas juntos com o Governador eleito no primeiro turno! Os vídeos estão no YouTube com o título, "Movimento Livro Na Mão Haddad 13" Obrigado.
1988742877872992_179677052939204	21	Parabéns Fernando Haddad o dia de hoje é muito importante para o Brasil diante do que cenário atual. Seu exemplo de mestre comprometido com a educação no Brasil arrasta multidão...
1988742877872992_2147246855603336	19	HADDAD na reta final da eleição esta igual a Chitãozinho e Xororó: negando as aparências, disfarçando as evidências... 😂😂😂😏
🇧🇷🇧🇷🇧🇷Bolsonaro 17
1988742877872992_2147249955603026	20	HADDAD PRESIDENTE PELA ESPERANÇA DO BRASIL POR  OS  DEREITOS SOCIALES
1988742877872992_1988781754535771	17	Gratidão Haddad pelo exemplo de educação e respeito que nos dá! Por sua postura politicamente correta é #haddadsim!
1988742877872992_1988776174536329	15	Eu pensava que o Haddad era um péssimo candidato. Mas fui pesquisar e descobri que é pior do que eu imaginava!
1988742877872992_460618061091639	15	É Haddad. Por mais amor, por mais educação, por um programa infinitamente melhor e pela democracia.
1988742877872992_2191802474430060	17	Alguém falou em Debate? 😂😂😂😂
Só debato no Facebook quando tiver Debate entre os candidatos.

#Haddadsim
