id	message	like_count
2109720349052489_246176149405728	165	Como q pode né, um professor, advogado, tem mestrado doutorado, responder a mais de 30 processos e não saber nem oq esta fazendo aí
2109720349052489_270990033422794	136	Os bolsonetes tão aqui? Que bom. Seu candidato não dá entrevista mas o meu não tem medo de falar. Aqui tem proposta sim.
2109720349052489_392503791571198	111	responder perguntas pelo telefone e mole , quero ver responder os  32 processos ....ISSO SIM  EU QUERO VER
2109720349052489_1081223932046991	74	Discurso coerente? Infelizmente só vejo mentiras! O PT destruiu o Brasil! Chega de mentira!
2109720349052489_768840073460179	50	O Pará votou no primeiro turno em você, vamos repetir no segundo turno!!!
#Haddad13
Feliz dia do professor!!!
2109720349052489_2277442189198762	47	Os bolsominos está fazendo o quer aqui? Ah esqueci que o candidato deles não dá entrevista e nem tem propostas.
2109720349052489_768840460126807	48	Saiu resultado: 
Pesquisa Datafolha - Haddad está disparado na frente, e a Polícia Federal atrás.😂😂😂😂😂
2109720349052489_2185967888394725	41	Bolsominions que estão aqui. Observem como um candidato de verdade sabe responder perguntas ao vivo. Não precisa gravar entrevista pra ser editada. #HADDADSIM #HaddadSim #haddad13
2109720349052489_285332722084737	21	Alô, Bolsominions que aqui estão! Aproveitem, comparem e vejam o que é um candidato preparado. Mudem o voto em quanto há tempo! Haddad Presidente!
2109720349052489_1146107962218743	25	Obrigada Haddad por permitir a filha de uma lavradora rural conseguir alçar um doutorado! obrigada
2109720349052489_270989100089554	24	Mentira! Ele vai acabar com as ONGs que mamam no dinheiro do governo! Para de mentir!
2109720349052489_2010115279010914	14	Feliz dia do professor ao futuro presidente Fernando Haddad 👏👏👏👏👏👏👏👏👏❤💚💛💞💕
2109720349052489_270991603422637	18	Esses bolsominions que se baseiam em fake News pra fazer perguntas me fazem rir.
2109720349052489_2277444592531855	21	Bolsonaristas aproveitem para OUVIR O PLANO DE GOVERNO. Sem ataques! Respeitem também!
2109720349052489_768837190127134	11	Homem de trato elegante! E ainda por cima com um bom programa de governo! E disposto a lutar contra corrupção. Fascismo, nem na Alemanha. Aqui, nunca!!!!
2109720349052489_929213973939885	15	Parabéns professor Fernando Haddad. Estamos com você, força guerreiro, luta por nós, que lutaremos por você! #HaddadSim
2109720349052489_2185964085061772	11	Sejam bem vindos bolsonaristas... Aqui tem propostas, plano de governo e RESPEITO!
2109720349052489_181975672678636	14	Quanta elegância nas resposta, faz autocrítica ao partido. Vai Haddad! Perseverança e transferência.
2109720349052489_131269931173670	11	Meu Deus que  orgulho ter o Cortella ministro da educação,  vai ser um exemplo para o mundo...
2109720349052489_1404386463030169	7	Agora vcs do PT quer dar exemplo fico 15 anos poder agora o Brasil vai voltar ser feliz 😂😂😂😂
2109720349052489_2277444145865233	11	Haddad não esquece de lembrar da força das mulheres que estão lutando por você #Hadadsim
2109720349052489_287131661899079	6	Agora sei pq o #elenão não quer ir ao debate!rs
É muita educação,cultura e inteligência do professor.
2109720349052489_709648462739195	10	Haddad incomoda tanto que os molsominions perdem o tempo deles vindo aqui criticar o cara 👌
2109720349052489_547562242355272	7	Hein porq seus vídeos online não chega nem a 50.000 mil pessoas assistindo 🤣🤣🤣sabia q do capitão já teve mais de cem mil pessoas na live
2109720349052489_709639979406710	5	Parabéns professor Haddad e futuro presidente do Brasil!!!
2109720349052489_173448486912597	10	Haddad fico impressionada como sua capacidade . Orgulhosa do meu presidente
2109720349052489_2070168046366737	9	Quanta mentira!
Milhares de empresas e comércios fecharam as portas no governo do PT.
2109720349052489_2185965518394962	8	Feliz dia, Professor Fernando Haddad! 👨🏽‍🏫

#HaddadPresidente
#HaddadSim
#Haddad13
2109720349052489_768834496794070	11	Porfavor eviten que esa Cosa sea el próximo presidente, fuerza desde España 🇪🇸 🇧🇷  #EleNao
