id	message	like_count
297742271027283_308205359980974	0	Vamos da um basta.... Ciro Gomes 12.  Vitorioso. Krishan Kumar e Braudrilar Neles. Precisamos de atualizar o nosso País, através das teorias sobre o mundo contemporâneo. Luisa Mesquita.
297742271027283_301281747340002	0	José Zé Lucas
297742271027283_301066114028232	0	Abelmar/ no Piauí também é Ciro.
297742271027283_299899597478217	0	Vamos lá #Ciro 12
297742271027283_299873477480829	0	Ciro Gomes Presidente!
297742271027283_297834274351416	4	É Ciro Gomes presidente.
297742271027283_297976444337199	0	👏👏👏👏
297742271027283_297886971012813	0	Sem sombra de dúvida o melhor preparado, fez por onde !!! Vote o melhor 12, para presidente.....
297742271027283_297773707690806	2	#Ciro12 #CiroPresidente12 🌷🇧🇷
297742271027283_298199870981523	0	#Ciro12
297742271027283_297769327691244	0	v
297742271027283_297808484353995	0	Ciro presidente
297742271027283_297972271004283	0	#Ciro12 rumo à vitória
297742271027283_298138510987659	0	A veja, se tornou uma revista tão pequena, que eu nem vi a repercussão sobre o assunto.... 🤔🤔🤔🤔
#ciropresidente
297742271027283_297768977691279	4	#Ciro12
297742271027283_297990521002458	1	Será que alguém em sã consciência ainda vê credibilidade nessa revista???
297742271027283_305545850246925	0	#Ciro 12
297742271027283_297769567691220	3	Tô com Ciro, o Ceará TBM
297742271027283_297838057684371	1	👏👏👏👏👏💪
297742271027283_297964224338421	0	#CiroPresidente #Ciro12
297742271027283_302603833874460	0	#Ciro12
297742271027283_297982204336623	0	#CiroGomes2018, candidato com melhor histórico político e maior experiência em gestão e vida pública! Agora é #Ciro12. ✊🌷
297742271027283_297794441022066	1	VAI CIROOOOOOOOOO
297742271027283_297763447691832	2	#Ciro12
297742271027283_297921287676048	0	#BrasilComCiro #Ciro12 #CiroPresidente
297742271027283_297960737672103	0	Avante!!!! #cirogomes #ciro #ciro2018 #ciropresidente #ciropdt #ciro12 #pdt #pdt12 🌹👊🏻
297742271027283_297788041022706	1	Ciro com certeza 12
297742271027283_297781094356734	2	Ciro presidente
297742271027283_297759484358895	2	Ciro meu Presidente!  #CiroGomes12!
297742271027283_297956937672483	0	Cirao12
297742271027283_299458300855680	0	#Ciro12
297742271027283_297758781025632	1	Ciro12
297742271027283_297785064356337	1	#Ciro12 Presidente
297742271027283_297783414356502	1	#CIRO o único que combate os verdadeiros donos do poder!! O sistema financeiro #CIRO12
297742271027283_297780507690126	6	Veja atacando o Ciro é só mais um motivo pra votar 12
297742271027283_297757504359093	7	Ciro Presidente! São José SC
297742271027283_297956704339173	0	👏👏👏👏👏
297742271027283_297762514358592	2	#Ciro12
297742271027283_297905034344340	0	Olha nosso poeta Rodolfo aí #ciro presidente 12
297742271027283_298826917585485	0	#Ciro12
297742271027283_297759637692213	2	#Ciro12 RJ
297742271027283_297890081012502	0	Ciro 2018...
297742271027283_297781111023399	2	#Ciro12
297742271027283_298395050962005	0	https://www1.folha.uol.com.br/educacao/2018/09/alunos-nota-10-crescem-e-sobral-ce-lidera-ensino-fundamental-do-pais.shtml
297742271027283_297775421023968	1	Quando CIRO vem a Natal?
297742271027283_297932191008291	0	#Ciro12 #CiroPresidente
