id	message	like_count
462429264265608_462432997598568	57	Doe para a campanha de Fernando Haddad! www.haddadpresidente.com.br/doe #HaddadPresidente
462429264265608_310944576125382	43	Também atendendo o clamor de Luiz Inácio Lula da Silva por justiça, afinal se trata de um grande presidente, voto Haddad.
462429264265608_2119232221737846	38	Sou professora, Haddad foi o melhor Ministro da Educação! 
Voto em você!
462429264265608_310943299458843	33	Viva o São Francisco! Viva o Brasil! Viva o nordeste! Haddad e Manu, a melhor chapa! É o Brasil a sorrir de novo.
462429264265608_2430807783601469	27	Haddad= equilíbrio, inteligência, tranquilidade, competência!!
462429264265608_310943056125534	26	Haddad nosso. Presidente do Brasil amor e paz e felicidade que volte a, reinar
462429264265608_310942732792233	22	Sou professora . Haddad o melhor ministro da educação que já teve
462429264265608_462436040931597	20	Deus abençoe sua vida e a vida da sua família! #Haddad13 por um Brasil feliz de novo.
462429264265608_310943716125468	25	Temos que fortalecer cada segundo a militância. Não podemos descansar. Unidos venceremos com HADDAD 13✊
462429264265608_2119232595071142	13	Vera Sarmento Cachoeirinha RS. Meu futuro presidente, companheiro de luta, que vai devolver a dignidade ao povo brasileiro novamente.
462429264265608_462436474264887	14	O Brasil vai ser feliz de novo❤️ Haddad Presidente!!   
Maricá é 13, remando com Quaquá e Zeidan!
462429264265608_2119231648404570	18	Vamos que vamos minha gente vamos fazer campanha Haddad 13 para melhorar o Brasil
462429264265608_462436137598254	15	Haddad 13 Meu seu o nosso presidente Deus abençoe ilumine sempre Haddad presidente
462429264265608_2119233498404385	10	13 em adorador da ditadura e fazedor de apologia a tortura da ditadura so 13 neles
462429264265608_462431314265403	11	O Nordeste e Haddad
462429264265608_462436554264879	7	É 13 e douglas Petrolina
462429264265608_2119232478404487	13	Minha filha mudou para Petrolina e foi fazer medicina na Univasf. Hoje é médica, com residência em saúde da família, duas especializações e cursando o mestrado. Graças à sua política de educação superior, ao Reuni. Obrigada. É por esse motivo que voto em Haddad.
462429264265608_2119231245071277	10	Haddad meu presidente!
462429264265608_462432507598617	10	Haddad 13
462429264265608_310942482792258	7	13
462429264265608_310942592792247	10	É 13
462429264265608_462435967598271	7	Gente vamos eleger Haddad no primeiro turno ❤️
462429264265608_462436207598247	7	13❤️
462429264265608_462434387598429	6	Meu presidente será vc Haddad ☝ 13 💖 com fé em Jesus 🙌✊✊
462429264265608_462433940931807	5	13
462429264265608_310944116125428	8	Meu presidente Haddad pra cima dele 13
462429264265608_462436724264862	7	Meu presidente Haddad e manu
462429264265608_462433524265182	7	Haddad Meu Presidente ❤️
462429264265608_310942909458882	6	Tô com você meu presidente! Vo cê me representa! Haddad 13!!
462429264265608_2119232658404469	6	O MARANHÃO ESTA COM VOCÊ PRESIDENTE, HADDAD 1️⃣3️⃣🇧🇷♥️
462429264265608_310944926125347	4	Haddad presidente
