id	message	like_count
1996486013705439_1996508627036511	15	Homem tá preparado pra governa o Brasil! Vamos se unir e colocar um nordestino pra governa o Brasil...Sou de Pernambuco! Sou #presidentecirogomes 12
1996486013705439_1996502377037136	8	Brasil pra frente Ciro presidente! 🎵 #Ciro12
1996486013705439_1996497323704308	7	Venha a João Pessoa. As coisas aqui na Paraíba tão meio paradas..
1996486013705439_1996606050360102	5	Olá. Equipe Ciro, por favor foca tbm nos caminhoneiros do nosso Brasil. Vcs viram o quanto são de suma importância para o país essa classe trabalhadora!
1996486013705439_1996581780362529	4	O Rapaz Ciro Gomes é Preparado!!!! 
Brasil Pra Frente Ciro Presidente!!.
#Ciro12Presidente!!.
1996486013705439_1996605787026795	5	Chega a arrepiar😍💚💛! Quem torce pelo Brasil vai de Ciro Gomes Presidente! #MUDE! #SemLulaÉCiro! #CIRO12✊🌹!
1996486013705439_1996565630364144	3	Chegou a nossa hora.
Estou ansioso pra viver no Brasil de Ciro Gomes.
Vejo Ciro nos livros de história como o maior presidente que o Brasil teve.
1996486013705439_1996493530371354	13	Deus te abençoe, rumo a vitória, CIRO  12!
1996486013705439_1996658170354890	0	Nosso presidente tamo junto com fé em deus meu povo brasileiro rumo ao segundo turno
1996486013705439_1996496160371091	5	Paraiba Brasil. Vota 12 ciro presidente. Vamos a vitória ✌
1996486013705439_1997653020255405	0	#CIRO12 PRESIDENTE 
Um projeto nacional de desenvolvimento que é um projeto de nação e não de poder. Ciro Gomes tem um projeto que atende aos anseios de quem produz e quem trabalha. O único candidato que tem a Ciência e tecnologia como um dos temas mais importantes do seu projeto, devido a independência e soberania nacional que isso pode nos trazer, até porque atinge campos vastos no desenvolvimento do país. #CIRO12PRESIDENTE
1996486013705439_1996494047037969	7	#ciro12 O melhor #ciro12
1996486013705439_1996494183704622	6	#ciro12 O melhor #ciro12
1996486013705439_1996498250370882	6	🌷🌷🌷CIRO 12
1996486013705439_1996491900371517	5	#Ciro12
1996486013705439_1996582887029085	1	Brasil pra frente, #CiroPresidente
1996486013705439_1996565510364156	1	Para um Brasil melhor . Ciro 12.
1996486013705439_1996494387037935	4	#ciro12 O melhor #ciro12
1996486013705439_1996653490355358	0	Ciro Gomes é o mais preparado para assumir a Presidência da República do Brasil
1996486013705439_1996653970355310	0	Acorda Brasil enquanto é tempo.
1996486013705439_1996515690369138	2	#Ciro12
1996486013705439_1996623407025033	0	Quem ama o Ceará e respeita o  BRASIL, vota CIRO 12 PRESIDENTE !
1996486013705439_1996504103703630	3	#Ciro12
Avante!💪
1996486013705439_1996493773704663	2	#ciro12 💙
1996486013705439_1996619800358727	2	Orgulho de ter feito parte desse coro. Teresina e Maranhão junto com #Ciro12!
1996486013705439_1996534027033971	1	PDT .Ciro 12 🌹 presidente do Brasil 🇧🇷🌹✌️🇧🇷✌️🇧🇷 Ciro Gomes.
1996486013705439_1996502800370427	2	#Ciro12
1996486013705439_1996590590361648	2	#ciro12 o melhor candidato o mais preparado e inteligente
1996486013705439_1996581693695871	2	#CIRO12 rumo a Vitória!
1996486013705439_1996615863692454	2	#ciro12
1996486013705439_1996608737026500	2	#CIRO12
1996486013705439_1996524553701585	2	#ciro12
1996486013705439_1996597837027590	2	#CiroPresidente12
1996486013705439_1996606027026771	2	Ciro presidente!!!
1996486013705439_1996535853700455	2	#Ciro12
1996486013705439_1996587053695335	2	#Ciro12
1996486013705439_1996566417030732	0	
1996486013705439_1996573530363354	1	E  Ciro  Gomes  o  homem  tá muito  preparado
1996486013705439_1996605560360151	2	#Ciro 12
1996486013705439_1996542333699807	1	Tinha que abrir a imagem para ver o povo... #Ciro12
1996486013705439_1996569313697109	2	#Ciro12
1996486013705439_1996568263697214	2	#E12
